month_of_implementation,donor,reporting_organization_type,implementing_partner_type,state_region,township,village_tract_town,village_ward,idp_camp_site_name,specify_location_if_the_the_location_is_not_in_the_list,location_combined,location_type,rural_or_urban,humanitarian_or_development,response_plan_if_project_under_fts,project_code,fsc_main_activity,activity_description,was_nutrition_mainstreamed_in_activity,fsc_objectives,hrp_indicator,activity_status,conditionality,frequency,delivery_modality,type_of_in_kind_assistance,unit,quantity,total_value,value_per_household,value_per_individual,currency,value_per_household_usd,cash_delivery_mechanism,food_insecurity_status,food_security_indicator_used,evidence,beneficiary_type,number_child_male,number_child_female,number_adult_male,number_adult_female,number_elderly_male,number_elderly_female,number_of_reached_households,number_of_reached_beneficiaries,new_beneficiaries,people_with_disability_male,people_with_disability_female,total_number_of_people_with_disability,comments,cluster_name,country,admin1_pcode,admin2_pcode,admin3_pcode,adm1_3,adm3_4,org_code,report_org_code
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Tin Htein Kan,Tin Htain Kan,Tin Htain Kan,NA,"Tin Htein KanTin Htain KanTin Htain Kanfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,13549000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,159,159,159,159,80,81,216,797,797,7.97,11.955,19.925,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Tin Htein Kan,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Wet Hla,Wa Hla,Wa Hla,NA,"Wet HlaWa HlaWa Hlafood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,12410000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,146,146,146,146,73,73,149,730,730,7.3,10.95,18.25,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Wet Hla,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Ka La Chaung,Ka La Chaung,Ka La Chaung,NA,"Ka La ChaungKa La ChaungKa La Chaungfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,8211000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,97,97,97,97,48,47,113,483,483,4.83,7.245,12.075,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Ka La Chaung,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Pu Zun Pe,Pu Zun Pe,Pu Zun Pe,NA,"Pu Zun PePu Zun PePu Zun Pefood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,5865000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,69,69,69,69,35,34,71,345,345,3.45,5.175,8.625,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Pu Zun Pe,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Taung Myint,Taung Myint,Taung Myint,NA,"Taung MyintTaung MyintTaung Myintfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,6545000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,77,77,77,77,39,38,85,385,385,3.85,5.7749999999999995,9.625,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Taung Myint,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Pe Pe Yin,Pe Pe Yin Monastery,Pe Pe Yin Monastery,NA,"Pe Pe Yin Pe Pe Yin MonasteryPe Pe Yin Monasteryfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,33235000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,391,391,391,391,196,195,441,1955,1955,19.55,29.325,48.875,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Pe Pe Yin,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Tin Htein Kan,Ywar Thit Kay,Ywar Thit Kay,NA,"Tin Htein KanYwar Thit KayYwar Thit Kayfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,14518000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,171,171,171,171,85,85,221,854,854,8.540000000000001,12.809999999999999,21.35,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Tin Htein Kan,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Na Kan,Na Kan,Na Kan,NA,"Na KanNa KanNa Kanfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,1921000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,23,23,23,23,11,10,26,113,113,1.1300000000000001,1.6949999999999998,2.825,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Na Kan,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Pu Rein,Pa Rein,NA,NA,"Pu ReinPa Reinfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,14943000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Host/local Community,176,176,176,176,88,87,176,879,NA,8.790000000000001,13.184999999999999,21.975,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Pu Rein,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Yin Thei,Ya Thei,NA,NA,"Yin TheiYa Theifood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,7021000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Host/local Community,83,83,83,83,41,40,97,413,NA,4.13,6.194999999999999,10.325,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Yin Thei,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Sin Oe,Raw Ma Ni Sin Oe,NA,NA,"Sin OeRaw Ma Ni Sin Oefood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,1547000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Host/local Community,18,18,18,18,9,10,24,91,NA,0.91,1.365,2.275,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Sin Oe,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Phra Hla,Phra Hla,Phra Hla,NA,"Phra HlaPhra HlaPhra Hlafood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,15368000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,181,181,181,181,90,90,217,904,NA,9.040000000000001,13.559999999999999,22.6,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Phra Hla,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Tin Htein Kan,Tin Htain Kan,Tin Htain Kan,NA,"Tin Htein KanTin Htain KanTin Htain Kanfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,13566000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,159,159,159,159,80,82,216,798,NA,7.98,11.969999999999999,19.95,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Tin Htein Kan,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Wet Hla,Wa Hla,Wa Hla,NA,"Wet HlaWa HlaWa Hlafood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,12410000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,146,146,146,146,73,73,149,730,NA,7.3,10.95,18.25,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Wet Hla,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Ka La Chaung,Ka La Chaung,Ka La Chaung,NA,"Ka La ChaungKa La ChaungKa La Chaungfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,8483000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,97,97,97,97,48,63,113,499,NA,4.99,7.484999999999999,12.475,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Ka La Chaung,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Pu Zun Pe,Pu Zun Pe,Pu Zun Pe,NA,"Pu Zun PePu Zun PePu Zun Pefood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,5865000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,69,69,69,69,35,34,71,345,NA,3.45,5.175,8.625,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Pu Zun Pe,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Taung Myint,Taung Myint,Taung Myint,NA,"Taung MyintTaung MyintTaung Myintfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,6545000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,77,77,77,77,39,38,85,385,NA,3.85,5.7749999999999995,9.625,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Taung Myint,org_2690,org_2690
February 2022,NA,UN agency,UN agency,Rakhine,Mrauk-U,Pe Pe Yin,Pe Pe Yin Monastery,Pe Pe Yin Monastery,NA,"Pe Pe Yin Pe Pe Yin MonasteryPe Pe Yin Monasteryfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,33150000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,391,391,391,391,196,190,441,1950,NA,19.5,29.25,48.75,NA,NA,NA,MMR012,NA,MMR012003,Rakhine-Mrauk-U,Mrauk-U-Pe Pe Yin,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Myebon,Myebon Town,NA,Ah Ngu Monastery,NA,"Myebon TownAh Ngu Monasteryfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Urban/Peri-Urban,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,3774000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,44,44,44,44,22,24,67,222,222,2.22,3.33,5.550000000000001,NA,NA,NA,MMR012,NA,MMR012006,Rakhine-Myebon,Myebon-Myebon Town,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Myebon,Moe Thee Nat Taung,Kam Htaunt Gyi,Kam Htaunt Gyi,NA,"Moe Thee Nat TaungKam Htaunt GyiKam Htaunt Gyifood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,11781000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,139,139,139,139,69,68,193,693,693,6.93,10.395,17.325,NA,NA,NA,MMR012,NA,MMR012006,Rakhine-Myebon,Myebon-Moe Thee Nat Taung,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Myebon,Pin Kat Taung Maw,Pin Khat Taung Maw,Pin Khat Taung Maw,NA,"Pin Kat Taung MawPin Khat Taung MawPin Khat Taung Mawfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,374000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,4,4,4,4,2,4,5,22,22,0.22,0.32999999999999996,0.5499999999999999,NA,NA,NA,MMR012,NA,MMR012006,Rakhine-Myebon,Myebon-Pin Kat Taung Maw,org_2690,org_2690
January 2022,NA,UN agency,UN agency,Rakhine,Myebon,Moe Thee Nat Taung,Kyee Kaung Taung,Kyee Kaung Taung,NA,"Moe Thee Nat TaungKyee Kaung TaungKyee Kaung Taungfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,CBT/CVA,NA,NA,NA,238000,NA,17000,MMK,NA,Direct cash payment,NA,NA,NA,Internally Displaced,3,3,3,3,1,1,3,14,14,0.14,0.21,0.35,NA,NA,NA,MMR012,NA,MMR012006,Rakhine-Myebon,Myebon-Moe Thee Nat Taung,org_2690,org_2690
